;table;tableDescription;fieldNr;fieldName;fieldDescription;dataType;length
;HYTUS     ;Omsättningshyra, steg;7;PERCENTAGE;Procent;Y;8
;HYTUS     ;Omsättningshyra, steg;8;AMOUNT    ;Belopp;Y;8
;HYTUS     ;Omsättningshyra, steg;9;TIMESTAMP ;;C;10
;HYTUT     ;Registration type;1;KEYHYTUT  ;Registreringstyp;C;15
;HYTUT     ;Registration type;2;KEYSYMDL  ;Modul;C;15
;HYTUT     ;Registration type;3;CAPTION   ;Benämning;C;200
;HYTUT     ;Registration type;4;ISSTANDARD;Förvald;I;4
;HYTUT     ;Registration type;5;ISSYSTEM  ;System standard;I;4
;HYTUT     ;Registration type;6;CONNECTTO ;Relates to;I;4
;HYTUT     ;Registration type;7;SORTORDER ;Order;I;4
;HYTUT     ;Registration type;8;DECPOS    ;Number of decimals;I;4
;HYTUT     ;Registration type;9;DESCR     ;Description;M;4
;HYTUT     ;Registration type;10;REGUNIT   ;Unit;C;30
;HYTUT     ;Registration type;11;MULTISEL  ;Multiple choice;L;1
;HYTUT     ;Registration type;12;MANDATORY ;Mandatory;L;1
;HYTUT     ;Registration type;13;INPUTTYPE ;Type of value;I;4
;HYTUT     ;Registration type;14;VATPERC   ;VAT rate;N;20
;HYTUT     ;Registration type;15;TIMESTAMP ;;C;10
;HYTUV     ;Selectable value;1;KEYHYTUV  ;Selectable value;C;15
;HYTUV     ;Selectable value;2;KEYHYTUT  ;Registreringstyp;C;15
;HYTUV     ;Selectable value;3;CAPTION   ;Benämning;C;60
;HYTUV     ;Selectable value;4;TEXTVALUE ;Text;C;200
;HYTUV     ;Selectable value;5;NUMVALUE  ;Value;N;20
;HYTUV     ;Selectable value;6;SORTORDER ;Sequence;I;4
;HYTUV     ;Selectable value;7;TIMESTAMP ;;C;10
;HYTUY     ;Omsättning, år;1;KEYHYTUY  ;Omsättning, år;C;15
;HYTUY     ;Omsättning, år;2;KEYHYOBJ  ;Kontrakt;C;15
;HYTUY     ;Omsättning, år;3;KEYHYTUT  ;Registreringstyp;C;15
;HYTUY     ;Omsättning, år;4;KEYSYUSR  ;Användare;C;15
;HYTUY     ;Omsättning, år;5;KEYSYUSR2 ;Användare;C;15
;HYTUY     ;Omsättning, år;6;YEAR      ;År;I;4
;HYTUY     ;Omsättning, år;7;FROMDATE  ;Fr.o.m.;T;8
;HYTUY     ;Omsättning, år;8;TODATE    ;T.o.m.;T;8
;HYTUY     ;Omsättning, år;9;TUOAMOUNT ;Turnover basis;Y;8
;HYTUY     ;Omsättning, år;10;TUOREGDATE;Omsättningsregistrering, datum;T;8
;HYTUY     ;Omsättning, år;11;SENDDATE  ;Skickad datum;T;8
;HYTUY     ;Omsättning, år;12;LASTRESPON;Senast svar;T;8
;HYTUY     ;Omsättning, år;13;CONFIRMED ;Bekräftat av revisor;T;8
;HYTUY     ;Omsättning, år;14;DEDREADY  ;Ready for deduction;T;8
;HYTUY     ;Omsättning, år;15;CONAMOUNT ;Deduction basis;Y;8
;HYTUY     ;Omsättning, år;16;CANCELDATE;Makulerat datum;T;8
;HYTUY     ;Omsättning, år;17;TIMESTAMP ;;C;10
;HYUNI     ;Koppling hyresobjekt - lärosäte;1;KEYHYUNI  ;Koppling hyresobjekt - lärosäte;C;15
;HYUNI     ;Koppling hyresobjekt - lärosäte;2;KEYCMOBJ  ;Objekt;C;15
;HYUNI     ;Koppling hyresobjekt - lärosäte;3;KEYCMCTC  ;Lärosäte;C;15
;HYUNI     ;Koppling hyresobjekt - lärosäte;4;FROMDATE  ;Fr.o.m.;T;8
;HYUNI     ;Koppling hyresobjekt - lärosäte;5;TODATE    ;T.o.m.;T;8
;HYUNI     ;Koppling hyresobjekt - lärosäte;6;COVPERCENT;Täckningsprocent;N;7
;HYUNI     ;Koppling hyresobjekt - lärosäte;7;SUBAMOUNT ;Subventionerat belopp;Y;8
;HYUNI     ;Koppling hyresobjekt - lärosäte;8;TIMESTAMP ;;C;10
;HYURV     ;Inställning export lediga hyresobjekt;1;KEYHYURV  ;Inställning export lediga hyresobjekt;C;15
;HYURV     ;Inställning export lediga hyresobjekt;2;VILLKOR   ;Urval;M;4
;HYURV     ;Inställning export lediga hyresobjekt;3;TIMESTAMP ;;C;10
;HYUTO     ;Uthyrningsomgång;1;KEYHYUTO  ;Uthyrningsomgång;C;15
;HYUTO     ;Uthyrningsomgång;2;KEYCMOBJ  ;Objekt;C;15
;HYUTO     ;Uthyrningsomgång;3;KEYHYOBJ  ;Kontrakt;C;15
;HYUTO     ;Uthyrningsomgång;4;KEYHYOBJ2 ;Kontrakt;C;15
;HYUTO     ;Uthyrningsomgång;5;KEYCMCTC  ;Kontakt;C;15
;HYUTO     ;Uthyrningsomgång;6;KEYSYUSR  ;Handläggare;C;15
;HYUTO     ;Uthyrningsomgång;7;AVSLUTAD  ;Status;I;4
;HYUTO     ;Uthyrningsomgång;8;VISATYP   ;Visas av;I;4
;HYUTO     ;Uthyrningsomgång;9;FDATE     ;Fr.o.m.;T;8
;HYUTO     ;Uthyrningsomgång;10;TDATE     ;To;T;8
;HYUTO     ;Uthyrningsomgång;11;NAMN      ;Namn;C;30
;HYUTO     ;Uthyrningsomgång;12;TELEFON   ;Telefonnr;C;30
;HYUTO     ;Uthyrningsomgång;13;MOBILTEL  ;Mobiltelefon;C;30
;HYUTO     ;Uthyrningsomgång;14;EPOST     ;E-post;C;50
;HYUTO     ;Uthyrningsomgång;15;TITEL     ;Titel;C;30
;HYUTO     ;Uthyrningsomgång;16;ADRESS    ;Adress;C;200
;HYUTO     ;Uthyrningsomgång;17;ONLYINT   ;Matcha endast intresseanmälningar;I;4
;HYUTO     ;Uthyrningsomgång;18;HIREREADY ;Klar för uthyrning;I;4
;HYUTO     ;Uthyrningsomgång;19;DISPTIME  ;Visningstid;T;8
;HYUTO     ;Uthyrningsomgång;20;TIMESTAMP ;;C;10
;HYVAA     ;Momsområde;1;KEYHYVAA  ;;C;15
;HYVAA     ;Momsområde;2;CAPTION   ;Momsområde;C;100
;HYVAA     ;Momsområde;3;TIMESTAMP ;;C;10
;HYVAE     ;Momsartikel;1;KEYHYVAE  ;VAT item;C;15
;HYVAE     ;Momsartikel;2;KEYCMART  ;Artikel;C;15
;HYVAE     ;Momsartikel;3;KEYCMART2 ;Momsartikel;C;15
;HYVAE     ;Momsartikel;4;KEYCMART3 ;Preliminary debit article;C;15
;HYVAE     ;Momsartikel;5;KEYCMART4 ;Jointly registered group item;C;15
;HYVAE     ;Momsartikel;6;KEYCMART5 ;Jointly registered group item (Vat);C;15
;HYVAE     ;Momsartikel;7;KEYCMART6 ;Group / FKS item;C;15
;HYVAE     ;Momsartikel;8;KEYCMART7 ;Group / FKS item (Vat);C;15
;HYVAE     ;Momsartikel;9;TIMESTAMP ;;C;10
;HYVCC     ;Connected vicinity;1;KEYHYVCC  ;Connected vicinity;C;15
;HYVCC     ;Connected vicinity;2;KEYCMOBJ  ;Objekt;C;15
;HYVCC     ;Connected vicinity;3;KEYHYVCT  ;Vicinity;C;15
;HYVCC     ;Connected vicinity;4;TIMESTAMP ;;C;10
;HYVCT     ;hyvct;1;KEYHYVCT  ;Vicinity;C;15
;HYVCT     ;hyvct;2;CAPTION   ;Benämning;C;60
;HYVCT     ;hyvct;3;TIMESTAMP ;;C;10
;HYWRE     ;Ansvar;1;KEYHYWRE  ;Ansvar;C;15
;HYWRE     ;Ansvar;2;KEYHYOBJ  ;Kontrakt;C;15
;HYWRE     ;Ansvar;3;KEYCMCTC  ;Kontakt;C;15
;HYWRE     ;Ansvar;4;KEYCMWRO  ;Ansvarsgrupp;C;15
;HYWRE     ;Ansvar;5;FROMDATE  ;Fr.o.m. datum;T;8
;HYWRE     ;Ansvar;6;TODATE    ;T.o.m. datum;T;8
;HYWRE     ;Ansvar;7;SALESRESP ;Turnover responsible;I;4
;HYWRE     ;Ansvar;8;TIMESTAMP ;;C;10
;HYVSS     ;Väderlek;1;KEYHYVSS  ;Väderlek;C;15
;HYVSS     ;Väderlek;2;CAPTION   ;Väderlek;C;100
;HYVSS     ;Väderlek;3;TIMESTAMP ;;C;10
;IKBEH     ;Beställning;1;KEYIKBEH  ;Beställning;C;15
;IKBEH     ;Beställning;2;KEYREVRT  ;Transaktionstyp;C;15
;IKBEH     ;Beställning;3;KEYCMCTC  ;Leverantör;C;15
;IKBEH     ;Beställning;4;KEYCMCTC2 ;Resurs;C;15
;IKBEH     ;Beställning;5;KEYSYUSR  ;Användare;C;15
;IKBEH     ;Beställning;6;KEYSYUSR2 ;Beställare;C;15
;IKBEH     ;Beställning;7;KEYCMOBJ  ;Placering;C;15
;IKBEH     ;Beställning;8;KEYHYOBJ  ;Avtal;C;15
;IKBEH     ;Beställning;9;KEYPRPRJ  ;Projekt;C;15
;IKBEH     ;Beställning;10;KEYPRPPR  ;Delprojekt;C;15
;IKBEH     ;Beställning;11;KEYCMTYP  ;Kategori;C;15
;IKBEH     ;Beställning;12;KEYIKSBG  ;Beställningssätt;C;15
;IKBEH     ;Beställning;13;KEYIKSLR  ;Leveranssätt;C;15
;IKBEH     ;Beställning;14;CODE      ;Beställning;C;30
;IKBEH     ;Beställning;15;CAPTION   ;Benämning;C;60
;IKBEH     ;Beställning;16;REGDATE   ;Registreringsdatum;T;8
;IKBEH     ;Beställning;17;SIGNATUR  ;Signatur;C;80
;IKBEH     ;Beställning;18;ORDERDATE ;Beställningsdatum;T;8
;IKBEH     ;Beställning;19;SIGNATUR2 ;Beställare;C;80
;IKBEH     ;Beställning;20;ESTLEVDATE;Planerat leveransdatum;T;8
;IKBEH     ;Beställning;21;TOTPRICE  ;Best.summa exkl. moms;Y;8
;IKBEH     ;Beställning;22;DEGREE    ;Kundnöjdhet;I;4
;IKBEH     ;Beställning;23;DEGREENOTE;Kundnöjdhets notering;C;60
;IKBEH     ;Beställning;24;AVILEV    ;Avisera innan leverans;C;60
;IKBEH     ;Beställning;25;PLEXPDATE ;Planerat förfallodatum;T;8
;IKBEH     ;Beställning;26;STATUS    ;Status;I;4
;IKBEH     ;Beställning;27;INVCOMPL  ;Färdig fakturerat;I;4
;IKBEH     ;Beställning;28;DISTRMODEL;;I;4
;IKBEH     ;Beställning;29;TIMESTAMP ;;C;10
;IKBEK     ;Koppling mellan beställning och leverantörsfaktura;1;KEYIKBEK  ;Koppling mellan beställning och leverantörsfaktura;C;15
;IKBEK     ;Koppling mellan beställning och leverantörsfaktura;2;KEYLRFKH  ;Leverantörsfaktura;C;15
;IKBEK     ;Koppling mellan beställning och leverantörsfaktura;3;KEYIKBER  ;Beställningsrad;C;15
;IKBEK     ;Koppling mellan beställning och leverantörsfaktura;4;AMOUNT    ;Belopp;Y;8
;IKBEK     ;Koppling mellan beställning och leverantörsfaktura;5;TIMESTAMP ;;C;10
;IKBEP     ;Payment plan;1;KEYIKBEP  ;Payment plan;C;15
;IKBEP     ;Payment plan;2;KEYIKBEH  ;Beställning;C;15
;IKBEP     ;Payment plan;3;PAYDATE   ;Pay date;T;8
;IKBEP     ;Payment plan;4;AMOUNT    ;Amount;Y;8
;IKBEP     ;Payment plan;5;TIMESTAMP ;;C;10
;IKBER     ;Beställningsrad;1;KEYIKBER  ;Beställningsrad;C;15
;IKBER     ;Beställningsrad;2;KEYIKBEH  ;Beställning;C;15
;IKBER     ;Beställningsrad;3;KEYCMART  ;Avtalsartikel;C;15
;IKBER     ;Beställningsrad;4;KEYCMOBJ  ;Objekt;C;15
;IKBER     ;Beställningsrad;5;KEYIKBER2 ;Beställningsrad;C;15
;IKBER     ;Beställningsrad;6;KEYIMIAL  ;Lagerplats;C;15
;IKBER     ;Beställningsrad;7;CAPTION   ;Benämning;M;4
;IKBER     ;Beställningsrad;8;SUPPARTNO ;Item.no. with supplier;C;30
;IKBER     ;Beställningsrad;9;AMOUNT    ;Quantity;N;20
;IKBER     ;Beställningsrad;10;PRICE     ;Price;Y;8
;IKBER     ;Beställningsrad;11;VAT       ;VAT;Y;8
;IKBER     ;Beställningsrad;12;VATNOTDED ;VAT, not deductible;Y;8
;IKBER     ;Beställningsrad;13;SPLIT     ;Delad rad;I;4
;IKBER     ;Beställningsrad;14;DELIVERED ;Levererad;I;4
;IKBER     ;Beställningsrad;15;PLDELDATE ;Planned delivery date;T;8
;IKBER     ;Beställningsrad;16;DELDATE   ;Leveransdatum;T;8
;IKBER     ;Beställningsrad;17;CANCELLED ;Annullerad;I;4
;IKBER     ;Beställningsrad;18;BOOKED    ;Bokförd;I;4
;IKBER     ;Beställningsrad;19;APRSTATUS ;Uppdatera lager;I;4
;IKBER     ;Beställningsrad;20;DISTRMODEL;;I;4
;IKBER     ;Beställningsrad;21;TIMESTAMP ;;C;10
;IKBOK     ;ikbok;1;KEYIKBOK  ;;C;15
;IKBOK     ;ikbok;2;KEYIKBEH  ;Beställning;C;15
;IKBOK     ;ikbok;3;KEYIKBER  ;Beställningsrad;C;15
;IKBOK     ;ikbok;4;KEYCMOBJ  ;Objekt;C;15
;IKBOK     ;ikbok;5;DISTRVALUE;;N;4
;IKBOK     ;ikbok;6;TIMESTAMP ;;C;10
;IKBRK     ;Order row template;1;KEYIKBRK  ;Order row template;C;15
;IKBRK     ;Order row template;2;KEYIKKAK  ;Connection between category and order template;C;15
;IKBRK     ;Order row template;3;KEYCMART  ;Artikel;C;15
;IKBRK     ;Order row template;4;KEYCMVAT  ;Mängdtyp;C;15
;IKBRK     ;Order row template;5;KEYIMIAL  ;Lagerplats;C;15
;IKBRK     ;Order row template;6;CAPTION   ;Benämning;M;4
;IKBRK     ;Order row template;7;SUPPARTNO ;Item.no. with supplier;C;30
;IKBRK     ;Order row template;8;AMOUNT    ;Quantity;N;20
;IKBRK     ;Order row template;9;PRICE     ;Price;Y;8
;IKBRK     ;Order row template;10;VAT       ;VAT;Y;8
;IKBRK     ;Order row template;11;VATNOTDED ;VAT, not deductible;Y;8
;IKBRK     ;Order row template;12;FACTOR    ;Conversion factor;N;20
;IKBRK     ;Order row template;13;TIMESTAMP ;;C;10
;IKDNT     ;Deviation type;1;KEYIKDNT  ;Deviation type;C;15
;IKDNT     ;Deviation type;2;CODE      ;Deviation type;C;15
;IKDNT     ;Deviation type;3;CAPTION   ;Benämning;C;60
;IKDNT     ;Deviation type;4;TIMESTAMP ;;C;10
;IKKAK     ;Order template category connection;1;KEYIKKAK  ;Connection between category and order template;C;15
;IKKAK     ;Order template category connection;2;KEYIKMAC  ;Leverantör beställningsmall koppling;C;15
;IKKAK     ;Order template category connection;3;KEYIKKAT  ;Beställningskategori;C;15
;IKKAK     ;Order template category connection;4;KEYPRROL  ;Projektroll;C;15
;IKKAK     ;Order template category connection;5;TIMESTAMP ;;C;10
;IKKAT     ;Order category;1;KEYIKKAT  ;Order category;C;15
;IKKAT     ;Order category;2;CODE      ;Order category;C;15
;IKKAT     ;Order category;3;CAPTION   ;Benämning;C;60
;IKKAT     ;Order category;4;TIMESTAMP ;;C;10
;IKKMP     ;ikkmp;1;KEYIKKMP  ;;C;15
;IKKMP     ;ikkmp;2;KEYIKMAL  ;Beställningsmall;C;15
;IKKMP     ;ikkmp;3;KEYBAKMT  ;Komponenttyp;C;15
;IKKMP     ;ikkmp;4;TIMESTAMP ;;C;10
;IKKTP     ;ikktp;1;KEYIKKTP  ;;C;15
;IKKTP     ;ikktp;2;KEYIKMAL  ;Beställningsmall;C;15
;IKKTP     ;ikktp;3;KEYBAKMT  ;Komponenttyp;C;15
;IKKTP     ;ikktp;4;KEYBAKMC  ;Komponentkategori;C;15
;IKKTP     ;ikktp;5;KEYCMCTC  ;Kontakt;C;15
;IKKTP     ;ikktp;6;KEYCMCTC2 ;Kontakt;C;15
;IKKTP     ;ikktp;7;KEYAOBDL  ;Byggdel;C;15
;IKKTP     ;ikktp;8;CODE      ;Kod;C;30
;IKKTP     ;ikktp;9;CAPTION   ;Benämning;C;30
;IKKTP     ;ikktp;10;FABRIKAT  ;Make;C;30
;IKKTP     ;ikktp;11;TYPBETECKN;Type of specification;C;30
;IKKTP     ;ikktp;12;BETJANAR  ;Serves;C;30
;IKKTP     ;ikktp;13;TIMESTAMP ;;C;10
;IKMAC     ;Leverantör beställningsmall koppling;1;KEYIKMAC  ;Leverantör beställningsmall koppling;C;15
;IKMAC     ;Leverantör beställningsmall koppling;2;KEYIKMAL  ;Beställningsmall;C;15
;IKMAC     ;Leverantör beställningsmall koppling;3;KEYCMCTC  ;Kontakt;C;15
;IKMAC     ;Leverantör beställningsmall koppling;4;KEYHYOBJ  ;Agreement;C;15
;IKMAC     ;Leverantör beställningsmall koppling;5;TIMESTAMP ;;C;10
;IKMAL     ;Order template;1;KEYIKMAL  ;Order template;C;15
;IKMAL     ;Order template;2;CODE      ;Order template;C;15
;IKMAL     ;Order template;3;CAPTION   ;Benämning;C;60
;IKMAL     ;Order template;4;TIMESTAMP ;;C;10
;IKMAO     ;ikmao;1;KEYIKMAO  ;;C;15
;IKMAO     ;ikmao;2;KEYIKMAL  ;Beställningsmall;C;15
;IKMAO     ;ikmao;3;KEYCMOBJ  ;Objekt;C;15
;IKMAO     ;ikmao;4;TIMESTAMP ;;C;10
;IKPPR     ;Subproject;1;KEYIKPPR  ;Subproject;C;15
;IKPPR     ;Subproject;2;KEYIKBEH  ;Beställning;C;15
;IKPPR     ;Subproject;3;KEYPRPPR  ;Delprojekt;C;15
;IKPPR     ;Subproject;4;AMOUNT    ;Amount;N;20
;IKPPR     ;Subproject;5;TIMESTAMP ;;C;10
;IKRUM     ;Rumstyp beställningsmall koppling;1;KEYIKRUM  ;Rumstyp beställningsmall koppling;C;15
;IKRUM     ;Rumstyp beställningsmall koppling;2;KEYIKMAL  ;Beställningsmall;C;15
;IKRUM     ;Rumstyp beställningsmall koppling;3;KEYBARUT  ;Rumstyp;C;15
;IKRUM     ;Rumstyp beställningsmall koppling;4;TIMESTAMP ;;C;10
;IKSBG     ;Beställningssätt;1;KEYIKSBG  ;Beställningssätt;C;15
;IKSBG     ;Beställningssätt;2;CAPTION   ;Beställningssätt;C;30
;IKSBG     ;Beställningssätt;3;EMAIL     ;Skickas via epost;I;4
;IKSBG     ;Beställningssätt;4;PRINTER   ;Skickas via skrivare;I;4
;IKSBG     ;Beställningssätt;5;TIMESTAMP ;;C;10
;IKSBH     ;Stående beställning;1;KEYIKSBH  ;Stående beställning;C;15
;IKSBH     ;Stående beställning;2;KEYIKSBL  ;Stående beställning - logg;C;15
;IKSBH     ;Stående beställning;3;KEYIKBEH  ;Beställning;C;15
;IKSBH     ;Stående beställning;4;KEYHYOBJ  ;Kontrakt;C;15
;IKSBH     ;Stående beställning;5;EXPDATE   ;Förfallodatum;T;8
;IKSBH     ;Stående beställning;6;TIMESTAMP ;;C;10
;IKSBL     ;Stående beställning - logg;1;KEYIKSBL  ;Stående beställning - logg;C;15
;IKSBL     ;Stående beställning - logg;2;KEYSYUSR  ;Användare;C;15
;IKSBL     ;Stående beställning - logg;3;SIGNATUR  ;Signatur;C;80
;IKSBL     ;Stående beställning - logg;4;STARTTIME ;Starttid;T;8
;IKSBL     ;Stående beställning - logg;5;ENDTIME   ;Sluttid;T;8
;IKSBL     ;Stående beställning - logg;6;TDATEFORF ;Till datum;T;8
;IKSBL     ;Stående beställning - logg;7;TIMESTAMP ;;C;10
;IKSLR     ;Leveranssätt;1;KEYIKSLR  ;Leveranssätt;C;15
;IKSLR     ;Leveranssätt;2;CAPTION   ;Leveranssätt;C;30
;IKSLR     ;Leveranssätt;3;TIMESTAMP ;;C;10
;IKUND     ;ikund;1;KEYIKUND  ;;C;15
;IKUND     ;ikund;2;KEYIKMAL  ;Beställningsmall;C;15
;IKUND     ;ikund;3;KEYIKKTP  ;;C;15
;IKUND     ;ikund;4;KEYPUATG  ;Åtgärd;C;15
;IKUND     ;ikund;5;KEYPUAGR  ;Egen åtgärdsgrupp;C;15
;IKUND     ;ikund;6;KEYCMVAT  ;Mängdtyp;C;15
;IKUND     ;ikund;7;AMOUNT    ;Quantity;N;20
;IKUND     ;ikund;8;INVEST    ;Investment;I;4
;IKUND     ;ikund;9;TIMESTAMP ;;C;10
;IKVAT     ;Vat;1;KEYIKVAT  ;Vat;C;15
;IKVAT     ;Vat;2;CAPTION   ;Benämning;C;80
;IKVAT     ;Vat;3;FIXEDPERC ;Fixed percentage;I;4
;IKVAT     ;Vat;4;ISDEFAULT ;Chosen;I;4
;IKVAT     ;Vat;5;PRCTAGE   ;Percentage;N;20
;IKVAT     ;Vat;6;TIMESTAMP ;;C;10
;IMALO     ;Logg;1;KEYIMALO  ;Logg;C;15
;IMALO     ;Logg;2;KEYIMIAL  ;Lagerplats;C;15
;IMALO     ;Logg;3;KEYCODE   ;;C;15
;IMALO     ;Logg;4;CHANGETYPE;Förändringstyp;I;4
;IMALO     ;Logg;5;CHANGEDATE;Datum;C;10
;IMALO     ;Logg;6;CHANGETIME;Tidpunkt;C;16
;IMALO     ;Logg;7;NEWQTY    ;Nytt antal;I;4
;IMALO     ;Logg;8;CHANGEQTY ;Förändring;I;4
;IMALO     ;Logg;9;CHANGETEXT;Text;C;120
;IMALO     ;Logg;10;TIMESTAMP ;;C;10
;IMIAL     ;Lagerplats;1;KEYIMIAL  ;Lagerplats;C;15
;IMIAL     ;Lagerplats;2;KEYIMINV  ;Lager;C;15
;IMIAL     ;Lagerplats;3;KEYCMART  ;Artikel;C;15
;IMIAL     ;Lagerplats;4;KEYIKSLR  ;Leveranssätt;C;15
;IMIAL     ;Lagerplats;5;STORELOC  ;Lagerplats;C;60
;IMIAL     ;Lagerplats;6;QUANTITY  ;Antal;I;4
;IMIAL     ;Lagerplats;7;MINQTY    ;Min antal;I;4
;IMIAL     ;Lagerplats;8;MAXQTY    ;Max antal;I;4
;IMIAL     ;Lagerplats;9;ORDERQTY  ;Order level;I;4
;IMIAL     ;Lagerplats;10;TIMESTAMP ;;C;10
;IMINV     ;Lager;1;KEYIMINV  ;Lager;C;15
;IMINV     ;Lager;2;KEYCMOBJ  ;Placering;C;15
;IMINV     ;Lager;3;CODE      ;Lager;C;20
;IMINV     ;Lager;4;CAPTION   ;Benämning;C;60
;IMINV     ;Lager;5;DESCR     ;Beskrivning;M;4
;IMINV     ;Lager;6;TIMESTAMP ;;C;10
;KRAGK     ;Autogiro per transaktionstyp/kund;1;KEYKRAGK  ;Autogiro per transaktionstyp/kund;C;15
;KRAGK     ;Autogiro per transaktionstyp/kund;2;KEYREVRT  ;Transaktionstyp;C;15
;KRAGK     ;Autogiro per transaktionstyp/kund;3;KEYCMDBG  ;Debiterings- och Betalgiro;C;15
;KRAGK     ;Autogiro per transaktionstyp/kund;4;KEYKRKNR  ;Kund;C;15
;KRAGK     ;Autogiro per transaktionstyp/kund;5;KEYHYOBJ  ;Kontrakt;C;15
;KRAGK     ;Autogiro per transaktionstyp/kund;6;MANDATEID ;Mandate Identification;C;20
;KRAGK     ;Autogiro per transaktionstyp/kund;7;BIC       ;BIC;C;11
;KRAGK     ;Autogiro per transaktionstyp/kund;8;IBAN      ;IBAN;C;34
;KRAGK     ;Autogiro per transaktionstyp/kund;9;AGNUMBER  ;Ag-betalarnummer;C;16
;KRAGK     ;Autogiro per transaktionstyp/kund;10;AGLENGTH  ;Ag-betalarnummerlängd;I;4
;KRAGK     ;Autogiro per transaktionstyp/kund;11;AGINFO    ;Övrig information;C;30
;KRAGK     ;Autogiro per transaktionstyp/kund;12;AGCLEARING;Ag-clearingnummer;N;20
;KRAGK     ;Autogiro per transaktionstyp/kund;13;AGACCOUNT ;Ag-konto;C;20
;KRAGK     ;Autogiro per transaktionstyp/kund;14;AGYEAR    ;Autogiro-år;I;4
;KRAGK     ;Autogiro per transaktionstyp/kund;15;REQPERMIT ;Begär autogiromedgivande;I;4
;KRAGK     ;Autogiro per transaktionstyp/kund;16;PERMITDATE;Datum för autogiromedgivande;T;8
;KRAGK     ;Autogiro per transaktionstyp/kund;17;REQSTOP   ;Begär autogiroavslut;I;4
;KRAGK     ;Autogiro per transaktionstyp/kund;18;FRSTDATE  ;Recurrent direct debit;T;8
;KRAGK     ;Autogiro per transaktionstyp/kund;19;STOPDATE  ;Datum för autogiroavslut;T;8
;KRAGK     ;Autogiro per transaktionstyp/kund;20;LASTDATE  ;Sista autogirodatum;T;8
;KRAGK     ;Autogiro per transaktionstyp/kund;21;AGDAYFIXED;Fast avdragsdag J/N/Modulinst.;I;4
;KRAGK     ;Autogiro per transaktionstyp/kund;22;AGDAYNO   ;Fast avdragsdag;I;4
;KRAGK     ;Autogiro per transaktionstyp/kund;23;AGDAYPASS ;Alternativ fast avdragsdag;I;4
;KRAGK     ;Autogiro per transaktionstyp/kund;24;AGUNIQUEID;Id för elektroniskt autogiro;C;16
;KRAGK     ;Autogiro per transaktionstyp/kund;25;AGCHECK   ;Kontrollerat konto;I;4
;KRAGK     ;Autogiro per transaktionstyp/kund;26;TIMESTAMP ;;C;10
;KRAGL     ;Autogirologg;1;KEYKRAGL  ;Autogirologg;C;15
;KRAGL     ;Autogirologg;2;KEYSYUSR  ;Användare;C;15
;KRAGL     ;Autogirologg;3;KEYCMCTC  ;Kontakt;C;15
;KRAGL     ;Autogirologg;4;KEYKRFKH  ;Faktura;C;15
;KRAGL     ;Autogirologg;5;KEYKRTRN  ;Transaktion;C;15
;KRAGL     ;Autogirologg;6;KEYHYOBJ  ;Contract;C;15
;KRAGL     ;Autogirologg;7;LOGTYPE   ;Autogirotyp;I;4
;KRAGL     ;Autogirologg;8;SIGNATURE ;Signatur;C;80
;KRAGL     ;Autogirologg;9;LOGDATE   ;Datum;T;8
;KRAGL     ;Autogirologg;10;LOGTIME   ;Tidpunkt;T;8
;KRAGL     ;Autogirologg;11;TRANSDATE ;Trans.datum;T;8
;KRAGL     ;Autogirologg;12;CAPTION   ;Benämning;C;120
;KRAGL     ;Autogirologg;13;MANDATEID ;Mandate Identification;C;20
;KRAGL     ;Autogirologg;14;INFO      ;Beskrivning;M;4
;KRAGL     ;Autogirologg;15;TIMESTAMP ;;C;10
;KRAMO     ;Valfritt månadsbelopp;1;KEYKRAMO  ;Valfritt månadsbelopp;C;15
;KRAMO     ;Valfritt månadsbelopp;2;KEYKRAMP  ;Amorteringsplan;C;15
;KRAMO     ;Valfritt månadsbelopp;3;PERIOD    ;Period;I;4
;KRAMO     ;Valfritt månadsbelopp;4;AMOUNT    ;Belopp;Y;8
;KRAMO     ;Valfritt månadsbelopp;5;TIMESTAMP ;;C;10
;KRAMP     ;Amorteringsplan;1;KEYKRAMP  ;Amorteringsplan;C;15
;KRAMP     ;Amorteringsplan;2;KEYCMCMP  ;Företag;C;15
;KRAMP     ;Amorteringsplan;3;KEYCMCTC  ;Kontakt;C;15
;KRAMP     ;Amorteringsplan;4;KEYCMCTC2 ;Fakturamottagare;C;15
;KRAMP     ;Amorteringsplan;5;KEYREVRT  ;Transaktionstyp;C;15
;KRAMP     ;Amorteringsplan;6;KEYSYUSR  ;Användare;C;15
;KRAMP     ;Amorteringsplan;7;REGDATE   ;Registreringsdatum;T;8
;KRAMP     ;Amorteringsplan;8;CLOSED    ;Status;I;4
;KRAMP     ;Amorteringsplan;9;DIRECTDEB ;Autogiro;I;4
;KRAMP     ;Amorteringsplan;10;CONTENT   ;Innehåll;I;4
;KRAMP     ;Amorteringsplan;11;PERCITY   ;Periodicitet;I;4
;KRAMP     ;Amorteringsplan;12;CALCMETHOD;Beräkningsmetod;I;4
;KRAMP     ;Amorteringsplan;13;INVMETHOD ;Amorteringsmetod;I;4
;KRAMP     ;Amorteringsplan;14;PERIODS   ;Antal månader;I;4
;KRAMP     ;Amorteringsplan;15;PERAMOUNT ;Månadsbelopp;Y;8
;KRAMP     ;Amorteringsplan;16;TOTAMOUNT ;Skulder;Y;8
